trans,date,pono,outgono,qty,amount,refno,time,user,supplier,suppcode,remark,purposed,purpose
103037,22-Feb-19,2232019,0,150,1200,0000001830,17:56:23,MARCIAL,MALOU IBAY,0688,,TO DISPLAY AREA,7
103091,27-Feb-19,2272019,0,150,1200,0000001881,21:02:24,MARCIAL,MALOU IBAY,0688,,TO DISPLAY AREA,7
103278,20-Mar-19,3202019,0,150,1200,0000000049,19:20:41,MARCIAL,MALOU IBAY,0688,,TO DISPLAY AREA,7
103438,03-Apr-19,4032019,0,180,1440,0000000208,18:22:21,MARCIAL,MALOU IBAY,0688,,TO DISPLAY AREA,7
103557,19-Apr-19,4192019,0,150,1200,0000000325,16:01:16,MARCIAL,MALOU IBAY,0688,,TO DISPLAY AREA,7
103673,24-Apr-19,4242019,0,150,1200,0000000438,18:15:29,MARCIAL,MALOU IBAY,0688,,TO DISPLAY AREA,7
102654,04-Jan-19,2496334,0,365,16211.25,0000001471,23:16:21,ANGELA C,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102717,08-Jan-19,2497229,0,460,19188.45,0000001532,21:56:25,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102722,10-Jan-19,2497245,0,350,15198.75,0000001537,15:47:45,ANGELA C,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102736,12-Jan-19,2505766,0,399,17601.75,0000001550,18:29:55,ANGELA C,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102781,15-Jan-19,2505789,0,315,12420,0000001594,21:48:48,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102789,17-Jan-19,2510456,0,299,14469.75,0000052375,21:06:24,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,WAREHOUSE DELIVERIES,1
102790,19-Jan-19,2510478,0,300,12280.5,0000001601,21:12:32,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102808,22-Jan-19,2510490,0,330,13880.25,0000052377,19:13:25,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,WAREHOUSE DELIVERIES,1
102835,24-Jan-19,2514556,0,250,10028.25,0000001644,23:35:04,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102860,26-Jan-19,2514580,0,323,13713.75,0000001669,18:18:21,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102872,29-Jan-19,2514596,0,405,17235,0000001680,23:08:22,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102878,31-Jan-19,2519513,0,345,14688,0000001685,16:35:53,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102924,02-Feb-19,2519534,0,395,15255,0000001731,23:12:15,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102938,05-Feb-19,2519548,0,470,19876.5,0000001744,00:39:59,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102947,07-Feb-19,2524313,0,400,16895.25,0000001753,17:43:19,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102955,09-Feb-19,2524334,0,330,13272.75,0000001759,13:10:33,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102966,12-Feb-19,2524350,0,430,18157.5,0000001769,22:41:16,MARIZ DC.,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102985,14-Feb-19,2530861,0,485,22135.5,0000001788,22:35:58,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102990,16-Feb-19,2530882,0,485,20166.75,0000001793,22:44:52,MARIZ DC.,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103024,21-Feb-19,2530899,0,322,12929.4,0000001817,00:44:58,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103025,19-Feb-19,2530894,0,409,16982.1,0000001818,00:53:34,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103028,23-Feb-19,2532076,0,435,17847,0000001821,17:06:55,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103057,23-Feb-19,2532076,0,10,357.75,0000001850,16:42:31,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103107,26-Feb-19,2532092,0,281,11713.95,0000052397,22:28:35,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,WAREHOUSE DELIVERIES,1
103113,28-Feb-19,2539603,0,345,16607.5,0000001900,20:53:58,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103128,02-Mar-19,2539623,0,440,19523.25,0000001915,16:37:18,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103162,05-Mar-19,2539635,0,320,12793.5,0000001949,23:35:12,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103163,05-Mar-19,2539635,0,5,198,0000001950,23:42:42,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103164,07-Mar-19,2548201,0,338,13963.95,0000001951,23:46:08,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103165,09-Mar-19,2548227,0,335,15925.5,0000001952,23:55:49,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103179,12-Mar-19,2548242,0,270,11650.5,0000001966,20:49:12,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103209,16-Mar-19,2553527,0,435,18974.25,0000001996,21:01:04,ANGELA C,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103231,14-Mar-19,2553506,0,406,17175.15,0000002018,15:14:44,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103232,14-Mar-19,2553506,0,45,1783.8,0000002019,15:19:42,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103236,19-Mar-19,2553542,0,420,18326.25,0000000009,00:13:04,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103257,21-Mar-19,2559561,0,295,12210.75,0000000030,19:17:13,ANGELA C,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103268,23-Mar-19,2559587,0,450,18697.5,0000000039,18:55:51,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103301,26-Mar-19,2562657,0,290,11945.25,0000000072,20:48:02,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103305,28-Mar-19,2565313,0,325,15817.5,0000000076,20:03:28,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103393,30-Mar-19,2565338,0,415,16989.75,0000000164,19:51:37,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103402,02-Apr-19,2568855,0,314,13207.05,0000000173,18:15:04,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103432,05-Apr-19,2568865,0,260,11306.25,0000000202,00:11:11,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103453,06-Apr-19,2568888,0,435,18731.25,0000000223,21:15:51,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103467,09-Apr-19,2574703,0,365,15459.75,0000000237,18:20:08,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103478,11-Apr-19,2574721,0,420,19734.75,0000000248,17:04:21,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103499,13-Apr-19,2574747,0,525,22221,0000000269,17:29:04,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103520,15-Apr-19,2580209,0,340,13799.25,0000000289,22:37:02,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103540,17-Apr-19,2580229,0,470,20945.25,0000000308,00:42:52,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103561,20-Apr-19,2580246,0,455,19451.25,0000000329,16:22:36,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103578,23-Apr-19,2583460,0,340,14706,0000000346,17:36:19,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103655,25-Apr-19,2583472,0,395,16884,0000000422,18:02:32,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103677,27-Apr-19,2583491,0,400,16679.25,0000000442,18:24:06,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
103682,30-Apr-19,2590805,0,405,17097.75,0000000446,20:22:24,MARCIAL,MARBY FOOD VENTURES CORPORATION,0243,,TO DISPLAY AREA,7
102809,22-Jan-19,139705,0,155,10910.25,0000001618,19:16:01,MARCIAL,MARBY FOOD VENTURES CORPORATION (FROZEN),0596,,TO DISPLAY AREA,7
102877,31-Jan-19,139714,0,45,3719.25,0000001684,16:33:09,MARCIAL,MARBY FOOD VENTURES CORPORATION (FROZEN),0596,,TO DISPLAY AREA,7
102986,12-Feb-19,139722,0,264,13608,0000001789,23:00:04,MARCIAL,MARBY FOOD VENTURES CORPORATION (FROZEN),0596,,TO DISPLAY AREA,7
103114,28-Feb-19,139730,0,230,24372,0000001901,21:12:18,MARCIAL,MARBY FOOD VENTURES CORPORATION (FROZEN),0596,,TO DISPLAY AREA,7
103258,21-Mar-19,139745,0,180,8937,0000000031,19:21:46,ANGELA C,MARBY FOOD VENTURES CORPORATION (FROZEN),0596,,TO DISPLAY AREA,7
103493,11-Apr-19,147409,0,180,14526,0000000263,17:21:05,MARCIAL,MARBY FOOD VENTURES CORPORATION (FROZEN),0596,,TO DISPLAY AREA,7
103541,17-Apr-19,147414,0,100,12465,0000000309,00:46:58,MARCIAL,MARBY FOOD VENTURES CORPORATION (FROZEN),0596,,TO DISPLAY AREA,7
102730,12-Jan-19,20329,0,18,520,0000001545,16:36:15,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102742,09-Jan-19,20328,0,18,520,0000001556,00:17:12,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102743,14-Jan-19,20330,0,18,520,0000001557,00:17:34,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102779,16-Jan-19,20331,0,18,520,0000001592,21:00:35,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102788,18-Jan-19,20332,0,18,520,0000001600,19:44:29,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102794,21-Jan-19,20333,0,18,520,0000001604,21:43:11,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102834,23-Jan-19,20334,0,18,520,0000001643,23:32:58,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102847,24-Jan-19,20335,0,5,175,0000001656,00:02:45,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102856,28-Jan-19,20336,0,18,520,0000001665,17:32:12,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102867,30-Jan-19,20337,0,8,280,0000001675,20:33:45,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102883,01-Feb-19,20338,0,17,485,0000001690,20:29:05,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102904,04-Feb-19,20339,0,17,496,0000001711,18:28:27,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102920,06-Feb-19,20340,0,13,400,0000001727,18:00:28,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102921,06-Feb-19,20340,0,2,48,0000001728,18:02:53,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102949,08-Feb-19,20341,0,18,520,0000001755,21:27:34,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102965,13-Feb-19,20343,0,18,520,0000001768,22:37:04,MARIZ DC.,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102975,15-Feb-19,20344,0,18,520,0000001778,21:16:04,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102989,18-Feb-19,20345,0,18,520,0000001792,17:52:57,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103006,20-Feb-19,20346,0,18,520,0000001809,19:12:05,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103044,20-Feb-19,20342,0,18,520,0000001837,18:38:51,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103045,25-Feb-19,20348,0,18,520,0000001838,18:39:18,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103053,22-Feb-19,20347,0,18,520,0000001846,22:03:55,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103069,27-Feb-19,20349,0,18,520,0000001862,00:49:42,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103075,01-Mar-19,20350,0,18,520,0000001867,21:10:36,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103088,04-Mar-19,21151,0,18,520,0000001878,19:43:11,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103111,06-Mar-19,21152,0,18,520,0000001898,20:27:04,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103153,08-Mar-19,21153,0,18,520,0000001940,16:43:43,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103174,11-Mar-19,21154,0,18,520,0000001961,00:03:58,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103182,13-Mar-19,21155,0,22,638,0000001969,19:25:00,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103202,15-Mar-19,21156,0,18,520,0000001989,21:28:40,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103219,18-Mar-19,21157,0,18,520,0000002006,15:38:23,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103247,20-Mar-19,21158,0,18,520,0000000020,17:25:52,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103263,22-Mar-19,21159,0,18,520,0000000036,19:16:50,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103276,25-Mar-19,21160,0,18,520,0000000047,19:08:40,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103299,27-Mar-19,721,0,18,520,0000000070,19:15:12,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103391,01-Apr-19,780,0,18,520,0000000162,19:40:49,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103418,03-Apr-19,813,0,17,485,0000000188,16:12:13,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103445,05-Apr-19,846,0,16,450,0000000215,15:56:03,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103462,08-Apr-19,883,0,18,520,0000000232,00:19:09,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103473,10-Apr-19,908,0,18,520,0000000243,19:56:18,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103494,12-Apr-19,942,0,18,520,0000000264,17:31:30,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103513,15-Apr-19,991,0,18,520,0000000282,22:06:29,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103538,17-Apr-19,1022,0,18,520,0000000306,00:38:00,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103629,24-Apr-19,1107,0,18,520,0000000396,16:29:55,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103658,22-Apr-19,1079,0,18,520,0000000425,00:24:47,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
103720,29-Apr-19,1182,0,18,520,0000000484,19:30:17,MARCIAL,MERCEDITA'S BAKESHOP,0076,,TO DISPLAY AREA,7
102714,04-Jan-19,161480,0,260,10755,0000001530,23:40:03,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
102766,09-Jan-19,162116,0,235,9652.5,0000001579,18:48:56,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
102767,07-Jan-19,161550,0,210,8865,0000001580,18:50:05,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
102862,18-Jan-19,162280,0,2000,16470,0000001671,00:40:28,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
102874,25-Jan-19,162976,0,800,7020,0000001682,18:50:27,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
102892,01-Feb-19,163932,0,340,13770,0000001699,15:49:10,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
102893,01-Feb-19,163713,0,450,13635,0000001700,15:50:19,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
103070,26-Feb-19,165515,0,80,3960,0000001863,17:15:26,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
103072,18-Feb-19,164849,0,380,15750,0000001865,14:11:14,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
103110,04-Mar-19,165546,0,400,16830,0000001897,17:28:41,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
103254,18-Mar-19,166680,0,1150,9855,0000000027,20:56:26,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
103303,27-Mar-19,167022,0,240,11880,0000000074,16:20:26,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
103516,13-Apr-19,167784,0,220,9090,0000000285,22:11:22,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
103684,27-Apr-19,167949,0,320,14040,0000000448,21:16:27,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
103685,27-Apr-19,167916,0,430,17685,0000000449,21:18:02,MARCIAL,MICRO-B INCORPORATED,0062,,TO DISPLAY AREA,7
102731,12-Jan-19,235946,0,3960,260069,0000001546,16:39:05,MARCIAL,OPTIPRIME DISTRIBUTION CORPORATION,0634,,TO DISPLAY AREA,7
102866,29-Jan-19,243677,0,4100,256987.5,0000001674,20:27:45,MARCIAL,OPTIPRIME DISTRIBUTION CORPORATION,0634,,TO DISPLAY AREA,7
103152,09-Mar-19,261769,0,3500,210775,0000001939,15:53:42,MARCIAL,OPTIPRIME DISTRIBUTION CORPORATION,0634,,TO DISPLAY AREA,7
103382,29-Mar-19,261281,0,2000,109300,0000000153,19:09:55,MARCIAL,OPTIPRIME DISTRIBUTION CORPORATION,0634,,TO DISPLAY AREA,7
103495,12-Apr-19,177785,0,2500,143125,0000000265,18:57:06,MARCIAL,OPTIPRIME DISTRIBUTION CORPORATION,0634,,TO DISPLAY AREA,7
103030,13-Feb-19,259583,0,264,8124,0000001823,23:44:02,MARCIAL,PADSA ENTERPRISES,0546,,TO DISPLAY AREA,7
103031,13-Feb-19,259583,0,60,1659,0000001824,00:33:20,MARCIAL,PADSA ENTERPRISES,0546,,TO DISPLAY AREA,7
102838,17-Jan-19,1172019,0,50,4100,0000001647,00:23:06,MARCIAL,PENCO INC.,0568,,TO DISPLAY AREA,7
103406,28-Mar-19,3282019,0,50,4250,0000000177,22:24:37,MARCIAL,PENCO INC.,0568,,TO DISPLAY AREA,7
102715,08-Jan-19,4500012340,0,10500,751250,0000052371,19:36:38,MARCIAL,PMFTC INC.,0519,,WAREHOUSE DELIVERIES,1
102755,15-Jan-19,4500012435,0,10620,784073,0000052373,16:52:15,MARCIAL,PMFTC INC.,0519,,WAREHOUSE DELIVERIES,1
102811,21-Jan-19,4500012535,0,8680,629422,0000001620,00:29:00,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
102873,30-Jan-19,4500012662,0,2000,154000,0000001681,00:33:02,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
102875,29-Jan-19,4500012636,0,8180,602359.5,0000052379,00:37:59,MARCIAL,PMFTC INC.,0519,,WAREHOUSE DELIVERIES,1
102902,05-Feb-19,4500012734,0,6600,474235,0000001709,17:11:05,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
102968,12-Feb-19,4500012810,0,8600,632772.5,0000001771,21:23:48,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
102995,19-Feb-19,4500012906,0,12000,878485,0000001798,00:44:10,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103055,26-Feb-19,4500012996,0,10800,781995,0000001848,16:05:32,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103109,05-Mar-19,4500013088,0,10500,752940,0000001896,23:45:29,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103177,12-Mar-19,740854,0,9600,689620,0000001964,19:52:24,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103248,20-Mar-19,4500013276,0,9200,665707.5,0000000021,17:30:17,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103275,25-Mar-19,4500013359,0,1000,77000,0000000046,16:30:42,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103285,26-Mar-19,450013371,0,10850,784490,0000000056,17:25:02,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103390,01-Apr-19,4500013464,0,2500,183300,0000000161,15:57:35,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103399,02-Apr-19,4500013465,0,12850,936662.5,0000000170,16:15:35,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103463,09-Apr-19,4500013566,0,11100,789020,0000000233,16:23:21,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103532,16-Apr-19,450013658,0,8200,589627.5,0000000300,21:50:38,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
103577,23-Apr-19,4500013697,0,18400,1325422.5,0000000345,17:22:24,MARCIAL,PMFTC INC.,0519,,TO DISPLAY AREA,7
102900,04-Feb-19,26745,0,2,1390,0000001707,16:44:02,MARCIAL,PR GAZ,0651,,TO DISPLAY AREA,7
103079,26-Feb-19,28097,0,2,1320,0000001871,21:39:31,MARCIAL,PR GAZ,0651,,TO DISPLAY AREA,7
103437,03-Apr-19,30294,0,2,1412,0000000207,18:19:51,MARCIAL,PR GAZ,0651,,TO DISPLAY AREA,7
102738,07-Jan-19,17137,0,1054,5917,0000001552,15:58:40,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
102739,07-Jan-19,17138,0,496,5095,0000001553,16:12:45,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
102740,07-Jan-19,17139,0,283,5106,0000001554,16:20:19,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
102765,07-Jan-19,17138,0,20,500,0000001578,23:31:57,MARCIAL,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
102831,14-Jan-19,17152,0,525,4381,0000001640,20:00:16,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
102832,14-Jan-19,17153,0,246,2744,0000001641,20:09:27,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
102849,22-Jan-19,17885,0,814,5128,0000001658,15:01:16,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
102850,22-Jan-19,17886,0,440,5194.52,0000001659,15:12:02,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
102851,22-Jan-19,17887,0,101,1050,0000001660,15:53:02,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103051,13-Feb-19,139,0,432,15120,0000001844,21:07:21,MARCIAL,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103063,06-Feb-19,17855,0,1036,6957,0000001856,22:12:31,MARCIAL,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103064,06-Feb-19,17856,0,469,5380.08,0000001857,22:24:38,MARCIAL,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103065,06-Feb-19,17857,0,584,8966.96,0000001858,22:49:44,MARCIAL,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103066,06-Feb-19,17858,0,286,2199,0000001859,23:01:46,MARCIAL,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103121,18-Feb-19,17948,0,375,8656,0000001908,23:40:23,MARCIAL,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103122,18-Feb-19,17949,0,388,5250,0000001909,23:53:31,MARCIAL,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103145,11-Feb-19,17941,0,552,6863,0000001932,20:37:12,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103146,11-Feb-19,17943,0,966,3903.76,0000001933,20:49:22,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103147,11-Feb-19,17944,0,259,3119,0000001934,21:02:05,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103151,21-Feb-19,7302,0,132,2679.84,0000001938,21:36:51,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103155,04-Mar-19,17960,0,851,7249,0000001942,20:54:31,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103156,04-Mar-19,17241,0,613,2879.1,0000001943,21:04:16,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103157,04-Mar-19,17242,0,356,5098,0000001944,21:22:23,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103213,11-Mar-19,17977,0,449,7088,0000002000,16:11:55,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103214,11-Mar-19,17978,0,810,3824.4,0000002001,17:09:24,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103222,11-Mar-19,17977,0,5,900,0000002009,16:58:27,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
