trans,date,pono,outgono,qty,amount,refno,time,user,supplier,suppcode,remark,purposed,purpose
103223,11-Mar-19,17978,0,36,432,0000002010,16:59:35,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103273,18-Mar-19,17254,0,952,5522,0000000044,15:46:25,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103297,18-Mar-19,17254,0,160,120,0000000068,20:36:57,MARCIAL,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103384,25-Mar-19,17260,0,342,5883,0000000155,16:03:45,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103385,25-Mar-19,17996,0,131,2498,0000000156,16:33:31,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103404,25-Mar-19,17996,0,138,3002,0000000175,22:10:43,MARCIAL,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103456,01-Apr-19,17225,0,814,5499.2,0000000226,18:13:22,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103457,01-Apr-19,17226,0,182,1237,0000000227,20:27:04,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103469,01-Apr-19,17225,0,24,480,0000000239,18:50:32,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103508,10-Apr-19,17239,0,426,6052,0000000278,16:41:41,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103670,23-Apr-19,17188,0,798,21868,0000000435,11:21:58,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
103671,23-Apr-19,17194,0,252,3888,0000000436,11:51:35,MARY GRACE M.,PRESTIGE TOYS & NOVELTIES,0475,,TO DISPLAY AREA,7
102800,19-Jan-19,1231381,0,72,5596.56,0000001610,00:07:58,MARCIAL,"PUREGOLD DUTY FREE SUBIC, INC.",0649,,TO DISPLAY AREA,7
102801,19-Jan-19,1231380,0,72,5595.84,0000001611,00:08:54,MARCIAL,"PUREGOLD DUTY FREE SUBIC, INC.",0649,,TO DISPLAY AREA,7
102962,09-Feb-19,1297602,0,96,7447.68,0000052383,13:21:21,MARCIAL,"PUREGOLD DUTY FREE SUBIC, INC.",0649,,WAREHOUSE DELIVERIES,1
102657,07-Jan-19,92255,0,72,4117.68,0000001474,21:02:10,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,TO DISPLAY AREA,7
102658,07-Jan-19,92254,0,310,14302.45,0000052370,21:09:24,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
102726,10-Jan-19,1102019,0,84,5075,0000001541,23:59:36,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
102785,17-Jan-19,1172019,0,95,5890,0000001598,23:04:51,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
102833,24-Jan-19,1242019,0,103,7000,0000001642,23:17:22,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
102937,07-Feb-19,2072019,0,41,3020,0000001743,00:04:52,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
103017,21-Feb-19,2212019,0,59,3750,0000001811,23:43:24,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
103042,14-Feb-19,2142019,0,41,2990,0000001835,18:16:18,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
103125,07-Mar-19,3072019,0,85,5250,0000001912,00:11:41,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
103183,13-Mar-19,3132019,0,18,1610,0000001970,23:31:26,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
103262,21-Mar-19,3212019,0,41,2090,0000000035,00:05:49,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
103379,28-Mar-19,3282019,0,50,3110,0000000150,23:07:29,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
103431,04-Apr-19,4042019,0,44,3110,0000000201,23:39:58,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
103481,11-Apr-19,4112019,0,39,2450,0000000251,23:26:42,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
103657,25-Apr-19,4252019,0,40,2640,0000000424,23:37:52,MARCIAL,REMY,0584,,TO DISPLAY AREA,7
103014,13-Feb-19,5001092,0,2280,64032.8,0000052390,21:27:17,MARIZ DC.,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
103015,13-Feb-19,668450,0,658,26827.92,0000052391,22:14:36,MARIZ DC.,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
103016,13-Feb-19,668451,0,96,3875.04,0000052392,22:33:40,MARIZ DC.,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
102655,05-Jan-19,1052019,0,625,27450,0000001472,23:50:36,MARCIAL,RICE EIGHTY EIGHT ENTERPRISE,0686,,TO DISPLAY AREA,7
102729,11-Jan-19,1112019,0,500,23400,0000001544,15:32:19,MARCIAL,RICE EIGHTY EIGHT ENTERPRISE,0686,,TO DISPLAY AREA,7
102936,07-Feb-19,2072019,0,750,33000,0000052380,21:57:08,MARCIAL,RICE EIGHTY EIGHT ENTERPRISE,0686,,WAREHOUSE DELIVERIES,1
102939,08-Feb-19,2082019,0,375,18375,0000001745,20:12:45,MARCIAL,RICE EIGHTY EIGHT ENTERPRISE,0686,,TO DISPLAY AREA,7
103054,24-Feb-19,2242019,0,625,27925,0000001847,15:41:24,MARCIAL,RICE EIGHTY EIGHT ENTERPRISE,0686,,TO DISPLAY AREA,7
103672,27-Apr-19,4272019,0,625,25975,0000000437,17:02:03,MARCIAL,RICE EIGHTY EIGHT ENTERPRISE,0686,,TO DISPLAY AREA,7
102733,10-Jan-19,42038,0,614,19605.96,0000001548,18:13:41,MARCIAL,RMFM TRADING,0509,,TO DISPLAY AREA,7
102846,24-Jan-19,42161,0,630,20085.96,0000001655,23:55:56,MARCIAL,RMFM TRADING,0509,,TO DISPLAY AREA,7
103007,07-Feb-19,5892,0,549,17625.53,0000052384,22:36:45,MARCIAL,RMFM TRADING,0509,,WAREHOUSE DELIVERIES,1
103083,21-Feb-19,42407,0,24,545.28,0000001874,23:58:48,MARCIAL,RMFM TRADING,0509,,TO DISPLAY AREA,7
103084,21-Feb-19,42406,0,318,10354.54,0000052396,00:02:33,MARCIAL,RMFM TRADING,0509,,WAREHOUSE DELIVERIES,1
103178,11-Mar-19,42564,0,634,20733.3,0000001965,20:17:40,MARCIAL,RMFM TRADING,0509,,TO DISPLAY AREA,7
103264,22-Mar-19,42697,0,650,21213.22,0000052399,22:01:38,MARCIAL,RMFM TRADING,0509,,WAREHOUSE DELIVERIES,1
103455,04-Apr-19,42829,0,372,11892.2,0000000225,21:36:26,MARCIAL,RMFM TRADING,0509,,TO DISPLAY AREA,7
103559,20-Apr-19,42976,0,520,16916.24,0000000327,15:47:05,MARCIAL,RMFM TRADING,0509,,TO DISPLAY AREA,7
103560,20-Apr-19,42976,0,3,466.38,0000000328,16:10:54,MARCIAL,RMFM TRADING,0509,,TO DISPLAY AREA,7
102721,07-Jan-19,59510,0,144,11358.72,0000001536,21:25:50,MARCIAL,ROYAL DUTY FREE SHOP INC.,0114,,TO DISPLAY AREA,7
102894,30-Jan-19,135526,0,120,9438,0000001701,15:55:20,MARCIAL,ROYAL DUTY FREE SHOP INC.,0114,,TO DISPLAY AREA,7
103034,20-Feb-19,28973,0,144,11276.64,0000001827,17:48:23,MARCIAL,ROYAL DUTY FREE SHOP INC.,0114,,TO DISPLAY AREA,7
103093,28-Feb-19,32670,0,120,9343.2,0000001883,21:06:38,MARCIAL,ROYAL DUTY FREE SHOP INC.,0114,,TO DISPLAY AREA,7
103200,11-Mar-19,69408,0,156,12313.56,0000001987,21:18:25,MARCIAL,ROYAL DUTY FREE SHOP INC.,0114,,TO DISPLAY AREA,7
103277,23-Mar-19,167661,0,156,11727.72,0000000048,19:11:31,MARCIAL,ROYAL DUTY FREE SHOP INC.,0114,,TO DISPLAY AREA,7
103396,02-Apr-19,2681,0,156,12420.36,0000000167,15:10:44,MARCIAL,ROYAL DUTY FREE SHOP INC.,0114,,TO DISPLAY AREA,7
103518,14-Apr-19,177622,0,144,11183.04,0000000287,22:16:38,MARCIAL,ROYAL DUTY FREE SHOP INC.,0114,,TO DISPLAY AREA,7
103696,29-Apr-19,28020,0,156,12341.64,0000000460,20:28:00,MARCIAL,ROYAL DUTY FREE SHOP INC.,0114,,TO DISPLAY AREA,7
102840,17-Jan-19,1172019,0,60,3300,0000001649,00:24:37,MARCIAL,SAL TRADING,0602,,TO DISPLAY AREA,7
102890,24-Jan-19,1242019,0,120,8400,0000001697,23:23:50,MARCIAL,SAL TRADING,0602,,TO DISPLAY AREA,7
103048,07-Feb-19,18157,0,576,9360,0000001841,19:33:39,MARCIAL,SANMEGALUCK COMMERCIAL,0687,,TO DISPLAY AREA,7
102652,04-Jan-19,58776,0,2840,65489.2,0000001469,21:17:16,MARCIAL,SF JUNFEL MARKETING,0489,,TO DISPLAY AREA,7
103010,07-Feb-19,59913,0,700,7000,0000052386,20:14:14,MARIZ DC.,SF JUNFEL MARKETING,0489,,WAREHOUSE DELIVERIES,1
102644,04-Jan-19,149018,0,282,21615.47,0000001462,22:31:16,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
102645,04-Jan-19,149019,0,71,5380.38,0000001463,22:47:21,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
102646,04-Jan-19,149018,0,15,1435.69,0000001464,23:11:45,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
102803,18-Jan-19,149277,0,297,21530.1,0000001613,16:04:47,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
102804,18-Jan-19,149278,0,247,14723.82,0000001614,16:29:50,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
102858,26-Jan-19,148752,0,263,21148.43,0000001667,17:40:17,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
102885,01-Feb-19,148863,0,359,20914.54,0000001692,20:39:40,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
102886,01-Feb-19,148863,0,48,4370,0000001693,22:40:47,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
102951,09-Feb-19,148990,0,368,25775.64,0000052381,22:49:43,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,WAREHOUSE DELIVERIES,1
102952,09-Feb-19,148991,0,85,4655.63,0000052382,22:59:12,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,WAREHOUSE DELIVERIES,1
103008,15-Feb-19,149486,0,324,21980.55,0000052385,23:24:59,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,WAREHOUSE DELIVERIES,1
103086,22-Feb-19,149603,0,437,28817.8,0000001876,22:35:28,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103127,09-Feb-19,148990,0,32,1248,0000001914,16:05:49,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103154,08-Mar-19,149825,0,340,23063.39,0000001941,16:56:53,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103172,01-Mar-19,149726,0,406,28599.33,0000001959,23:01:45,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103173,01-Mar-19,149727,0,75,5595.11,0000001960,23:22:31,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103205,15-Mar-19,149950,0,370,24558.79,0000001992,22:03:06,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103265,22-Mar-19,150066,0,380,26531.9,0000000037,22:24:19,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103435,05-Apr-19,150297,0,82,4262.75,0000000205,17:40:07,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103436,05-Apr-19,150296,0,427,28073.3,0000000206,17:42:57,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103496,12-Apr-19,150410,0,117,5674.35,0000000266,19:05:47,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103497,12-Apr-19,150409,0,519,37611.25,0000000267,19:08:39,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103661,26-Apr-19,150586,0,269,19644.25,0000000428,17:27:13,MARCIAL,"SFP KARLA'S MARKETING, INC.",0488,,TO DISPLAY AREA,7
103225,16-Mar-19,81020,0,2,1384,0000002012,17:19:58,MARCIAL,SILVER HALO ENTERPRISES,0560,,TO DISPLAY AREA,7
102805,22-Jan-19,181695,0,5882,185368.8,0000001615,17:49:58,MARCIAL,SIX SIGMA CORPORATION,0434,,TO DISPLAY AREA,7
102919,06-Feb-19,188801,0,4562,135120,0000001726,17:14:17,MARCIAL,SIX SIGMA CORPORATION,0434,,TO DISPLAY AREA,7
102964,13-Feb-19,189420,0,2642,85456.8,0000001767,20:51:52,MARCIAL,SIX SIGMA CORPORATION,0434,,TO DISPLAY AREA,7
103056,26-Feb-19,191001,0,3962,117972,0000001849,16:35:28,MARCIAL,SIX SIGMA CORPORATION,0434,,TO DISPLAY AREA,7
103171,11-Mar-19,193733,0,9842,314685,0000001958,22:44:57,MARCIAL,SIX SIGMA CORPORATION,0434,,TO DISPLAY AREA,7
103235,19-Mar-19,194875,0,1562,50368.2,0000000008,20:00:53,MARCIAL,SIX SIGMA CORPORATION,0434,,TO DISPLAY AREA,7
103284,26-Mar-19,196242,0,1562,53026.2,0000000055,17:18:55,MARCIAL,SIX SIGMA CORPORATION,0434,,TO DISPLAY AREA,7
103472,10-Apr-19,199511,0,182,81214,0000000242,18:36:11,MARCIAL,SIX SIGMA CORPORATION,0434,,TO DISPLAY AREA,7
103537,17-Apr-19,200440,0,2782,110963.4,0000000305,15:51:32,MARCIAL,SIX SIGMA CORPORATION,0434,,TO DISPLAY AREA,7
103653,24-Apr-19,200944,0,386,98225,0000000420,16:01:51,MARCIAL,SIX SIGMA CORPORATION,0434,,TO DISPLAY AREA,7
102759,10-Jan-19,205152,0,169.66,6499.46,0000001572,17:42:35,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
102837,17-Jan-19,205497,0,334.01,15000.13,0000001646,00:02:09,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
102887,24-Jan-19,205779,0,136.34,7049.85,0000001694,23:10:01,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
103043,14-Feb-19,206561,0,148.67,6530.36,0000001836,18:18:00,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
103046,07-Feb-19,206337,0,262.33,11879.23,0000001839,18:39:57,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
103102,21-Feb-19,206835,0,265.67,12030.15,0000001891,16:48:39,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
103126,07-Mar-19,207428,0,110.34,5699.97,0000001913,00:19:27,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
103249,13-Mar-19,207615,0,136.67,8349.92,0000000022,17:36:21,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
103270,21-Mar-19,207908,0,162,7100.13,0000000041,00:32:39,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
103407,28-Mar-19,208160,0,178.68,7850.02,0000000178,22:25:30,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
103430,04-Apr-19,208426,0,146.67,7200.23,0000000200,23:37:27,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
103503,11-Apr-19,208657,0,72.67,3499.92,0000000273,19:34:09,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
103662,25-Apr-19,209141,0,286,11250.08,0000000429,17:45:55,MARCIAL,SUN MOON FRUITS INC. (FRUIT DEALER),0382,,TO DISPLAY AREA,7
102917,21-Jan-19,1152019,0,234,12270,0000001724,00:27:40,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
102918,21-Jan-19,1152019,0,240,13704,0000001725,00:31:41,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103117,19-Feb-19,14833,0,216,12138,0000001904,23:13:42,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103118,19-Feb-19,14834,0,138,6750,0000001905,23:21:55,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103119,19-Feb-19,14835,0,114,4524,0000001906,23:30:13,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103120,19-Feb-19,14836,0,18,1949.94,0000001907,23:34:57,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103413,28-Mar-19,15102,0,270,14142,0000000184,23:16:45,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103414,28-Mar-19,15106,0,24,792,0000052401,23:33:23,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,WAREHOUSE DELIVERIES,1
103415,28-Mar-19,1514,0,120,5154,0000000185,23:36:02,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103416,28-Mar-19,15105,0,72,3450,0000000186,23:51:34,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103417,28-Mar-19,15103,0,66,5250,0000000187,23:57:09,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103440,04-Apr-19,15149,0,696,18920.4,0000000210,18:37:01,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103441,04-Apr-19,15150,0,66,6860.01,0000000211,18:42:51,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103708,25-Apr-19,15152,0,126,8358,0000000472,21:17:33,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103709,25-Apr-19,15153,0,126,6144,0000000473,21:31:45,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103710,25-Apr-19,15154,0,60,2466,0000000474,21:46:39,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
103711,25-Apr-19,15151,0,174,8910,0000000475,21:49:12,MARCIAL,THUMBLER GENERAL MERCHANDISE,0681,,TO DISPLAY AREA,7
102810,21-Jan-19,605940,0,40,1678.4,0000001619,21:24:12,MARCIAL,"TJN PASALUBONG FOODS, INC.",0142,,TO DISPLAY AREA,7
103087,18-Feb-19,611362,0,400,23986.4,0000001877,00:20:23,MARCIAL,"TJN PASALUBONG FOODS, INC.",0142,,TO DISPLAY AREA,7
103253,18-Mar-19,618182,0,40,1678.4,0000000026,20:42:10,MARCIAL,"TJN PASALUBONG FOODS, INC.",0142,,TO DISPLAY AREA,7
103567,22-Apr-19,625090,0,40,1718.4,0000000335,20:46:34,MARCIAL,"TJN PASALUBONG FOODS, INC.",0142,,TO DISPLAY AREA,7
102762,14-Jan-19,104872,0,324,20552.6,0000001575,18:18:26,MARCIAL,"VALUE CHAIN SOLUTIONS, INC.",0295,,TO DISPLAY AREA,7
102865,28-Jan-19,105207,0,312,11086.73,0000001673,20:22:37,MARCIAL,"VALUE CHAIN SOLUTIONS, INC.",0295,,TO DISPLAY AREA,7
102944,06-Feb-19,105600,0,170,8732.6,0000001750,16:46:13,MARCIAL,"VALUE CHAIN SOLUTIONS, INC.",0295,,TO DISPLAY AREA,7
103023,21-Feb-19,105965,0,162,14097.37,0000052393,00:39:13,MARCIAL,"VALUE CHAIN SOLUTIONS, INC.",0295,,WAREHOUSE DELIVERIES,1
103116,06-Mar-19,106147,0,504,28918.78,0000001903,22:44:32,MARCIAL,"VALUE CHAIN SOLUTIONS, INC.",0295,,TO DISPLAY AREA,7
103287,26-Mar-19,107088,0,366,16785.63,0000000058,18:07:34,MARCIAL,"VALUE CHAIN SOLUTIONS, INC.",0295,,TO DISPLAY AREA,7
103681,28-Apr-19,107998,0,672,37705.42,0000052405,20:13:22,MARCIAL,"VALUE CHAIN SOLUTIONS, INC.",0295,,WAREHOUSE DELIVERIES,1
102649,05-Jan-19,15316,0,6374,73253.26,0000001467,17:17:09,MARCIAL,"VALUE CHAIN SOLUTIONS, INC. (MONDE)",0695,,TO DISPLAY AREA,7
102650,25-Jan-19,15317,0,844,27006.8,0000052369,17:35:51,MARCIAL,"VALUE CHAIN SOLUTIONS, INC. (MONDE)",0695,,WAREHOUSE DELIVERIES,1
103011,07-Feb-19,17161,0,1776,45168.04,0000052387,20:26:15,MARIZ DC.,"VALUE CHAIN SOLUTIONS, INC. (MONDE)",0695,,WAREHOUSE DELIVERIES,1
103012,07-Feb-19,17162,0,7502,74028.72,0000052388,20:48:02,MARIZ DC.,"VALUE CHAIN SOLUTIONS, INC. (MONDE)",0695,,WAREHOUSE DELIVERIES,1
103013,07-Feb-19,17163,0,1704,53672.46,0000052389,21:06:56,MARIZ DC.,"VALUE CHAIN SOLUTIONS, INC. (MONDE)",0695,,WAREHOUSE DELIVERIES,1
102727,07-Jan-19,1072019,0,678,8442,0000001542,17:59:40,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
102828,14-Jan-19,1142019,0,558,11106,0000001637,19:25:24,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
102848,22-Jan-19,1222019,0,696,7332,0000001657,14:08:40,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
102881,22-Jan-19,1222019,0,36,744,0000001688,19:08:03,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103142,04-Feb-19,2042019,0,444,6240,0000001929,20:09:21,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103149,13-Feb-19,2132019,0,588,6216,0000001936,21:13:30,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103150,19-Feb-19,2192019,0,408,9990,0000001937,21:27:53,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103158,05-Mar-19,3052019,0,240,3960,0000001945,21:32:28,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103216,11-Mar-19,3112019,0,336,4728,0000002003,18:13:20,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103272,19-Mar-19,319209,0,282,5466,0000000043,15:41:03,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103387,28-Mar-19,3282019,0,258,8610,0000000158,16:48:17,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103458,04-Apr-19,4042019,0,288,6378,0000000228,20:31:19,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103505,11-Apr-19,4112019,0,288,2562,0000000275,14:17:13,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103507,11-Apr-19,4112019,0,96,2112,0000000277,16:38:40,MARCIAL,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103703,25-Apr-19,4252019,0,738,8562,0000000467,16:00:25,MARY GRACE M.,VICTORIA GEN. MERCHANDISE (LMC),0664,,TO DISPLAY AREA,7
103198,11-Mar-19,3112019,0,180,930.6,0000001985,21:15:51,MARCIAL,VINCENT PATRICIO,0698,,TO DISPLAY AREA,7
103514,12-Apr-19,4122019,0,720,3960,0000000283,22:08:31,MARCIAL,VINCENT PATRICIO,0698,,TO DISPLAY AREA,7
103535,16-Apr-19,4162019,0,1080,5700,0000000303,15:47:10,MARCIAL,VINCENT PATRICIO,0698,,TO DISPLAY AREA,7
102764,10-Jan-19,1102019,0,192,5400.24,0000001577,18:40:03,MARCIAL,VISAYAN HARDWARE CORPORATION,0152,,TO DISPLAY AREA,7
102839,17-Jan-19,1172019,0,144,4172.24,0000001648,00:23:36,MARCIAL,VISAYAN HARDWARE CORPORATION,0152,,TO DISPLAY AREA,7
102891,24-Jan-19,1242019,0,20,980,0000001698,23:30:38,MARCIAL,VISAYAN HARDWARE CORPORATION,0152,,TO DISPLAY AREA,7
103050,07-Feb-19,2072019,0,267,10240.16,0000001843,20:47:15,MARCIAL,VISAYAN HARDWARE CORPORATION,0152,,TO DISPLAY AREA,7
103105,21-Feb-19,2212019,0,30,1470,0000001894,17:24:59,MARCIAL,VISAYAN HARDWARE CORPORATION,0152,,TO DISPLAY AREA,7
103251,13-Mar-19,3132019,0,222,4950,0000000024,18:01:46,MARCIAL,VISAYAN HARDWARE CORPORATION,0152,,TO DISPLAY AREA,7
103410,28-Mar-19,3282019,0,96,2560.08,0000000181,22:47:48,MARCIAL,VISAYAN HARDWARE CORPORATION,0152,,TO DISPLAY AREA,7
103097,20-Feb-19,249431,0,813,40937.4,0000001887,23:43:23,MARCIAL,WING-AN MARKETING INCORPORATED,0058,,TO DISPLAY AREA,7
103237,19-Mar-19,254167,0,324,21967.2,0000000010,00:24:51,MARCIAL,WING-AN MARKETING INCORPORATED,0058,,TO DISPLAY AREA,7
103403,02-Apr-19,256081,0,252,12463.2,0000000174,18:26:36,MARCIAL,WING-AN MARKETING INCORPORATED,0058,,TO DISPLAY AREA,7
103123,21-Feb-19,8290581,0,12,579.96,0000001910,00:00:16,MARCIAL,XIANG JIANG,0677,,TO DISPLAY AREA,7
103471,04-Apr-19,4042019,0,72,3419.64,0000000241,18:53:17,MARY GRACE M.,XIANG JIANG,0677,,TO DISPLAY AREA,7
39582,30-Jan-19,981,0,300,4327.17,0000001072,18:13:01,MARCIAL,4RM DISTRIBUTION INC.,0678,,WAREHOUSE DELIVERIES,1
39783,19-Feb-19,1053,0,600,8340.06,0000001256,17:47:32,MARCIAL,4RM DISTRIBUTION INC.,0678,,WAREHOUSE DELIVERIES,1
39982,13-Mar-19,1109,0,900,14001.95,0000001440,22:45:18,MARCIAL,4RM DISTRIBUTION INC.,0678,,WAREHOUSE DELIVERIES,1
40130,28-Mar-19,1133,0,1500,23422.59,0000001587,21:54:58,MARCIAL,4RM DISTRIBUTION INC.,0678,,WAREHOUSE DELIVERIES,1
40078,21-Mar-19,111686037,0,864,6480,0000001535,23:55:53,MARCIAL,ACC INTERNATIONAL TRADING,0622,,WAREHOUSE DELIVERIES,1
